date;hashtag;tweet;username;intent;emotion
22/05/2020 12:01;['#indonesiaterserah'];pelanggar psbb bikin gugus sendiri namanya gugus percepatan penyebaran covid19indonesiaterserah;adiit;negative;anger
22/05/2020 12:00;['#indonesiaterserah'];welcome to indonesiasaat pandemi melandayg diatas santai pada awalnyamasih berani impor tka chinalama lamamerekapun sadar akan coronapemerintah bingungtenaga medis capekrakyat mengeluhbandelsadarlah warga 62sadarlahatau mau herd imunityindonesiaterserah pictwittercomgoel9pesvz;prem;negative;anger
22/05/2020 11:59;['#indonesiaterserah', '#indonesiasakkarepmu'];buat yang masih mengemukakan ego untuk kesenangan semata ketimbang memikirkan orang lain indonesiaterserah indonesiasakkarepmu pictwittercomwpwbzx77qw;mun;negative;anger
22/05/2020 11:57;['#indonesiaterserah'];kapan lagi kalian bisa ikut turut mengurangi jumlah populasi indonesia hanya dengan main di luar rumah hahahaindonesiaterserah;setiawan tegal;negative;anger
22/05/2020 11:53;['#indonesiaterserah'];rakyat kecil bisa mengeluh karena lapar ketika bantuan sudah diberikan beli baju lebaran penting baju lebaran daripada makan otaknya dipake untuk jajan indonesiaterserah;abang acuy;negative;anger
22/05/2020 11:52;['#indonesiaterserah'];kasihan ya myestiwijayati fahiraidris sriuntari67 insya allah bansos saat ini kurang menyasar usia produktifdilapangan lebih mengacu sbgn besar para orang2 tua janda duda kurang memikirkan tulang punggung keluarga yg ber usia produktif indonesiaterserah tolonglah ; spd03;negative;sad
22/05/2020 11:52;['#indonesiaterserah', '#indonesiabebal'];kalo jaman dulu pas masih anak2 pas sakit mamaku bilang jangan ini jangan itu semua nya biar aku cepet sembuh kayak pemerintah skrg itu memperlakukan kita kayak anak2nya harusnya kita sebagai warga itu patuh kayak kita patuh ke ortu kita indonesiaterserah indonesiabebal;devina anastasia f;negative;anger
22/05/2020 11:49;['#indonesiaterserah'];indonesiaterserah karena sudah ruwet terserah yang punya negara az gpp covid sampe 70000 di akhir tahun asal jgn kena keluarga besarku ;sugiatno;negative;fear
22/05/2020 11:48;['#indonesiaterserah', '#birojomblo', '#janganmudikdulu'];jadilah pribadi yang baik wahai manusia di muka bumi indonesiaterserahbirojomblojanganmudikdulu pictwittercomhxb3thbh85;elevens4d;positive;
22/05/2020 11:46;['#indonesiawhatever', '#indonesiaterserah'];pasedek sedek bari balanjamaksudnya indonesiawhatever indonesiaterserah;putra daerah asli jabar;negative;anger
22/05/2020 11:46;['#indonesiaterserah'];pemerintah berusaha mengurangi penyebaran virus corona tapi rakyat yang terbawa arus lebaran yg sudah didepan mata aaah sudah aku cuma bisa berdiam dirumah menikmati masa2 virus corona indonesiaterserah;abang acuy;negative;sad
22/05/2020 11:46;['#indonesiaterserah'];ada temen update sw perkembangan covid19 pake hastag indonesiaterserah tapi sw yg kmren belum ilang abis kumpul bukber itu maksudnye ngatain diri sendiri ape gimane pictwittercomsnmkjhwomv;bukan;negative;anger
22/05/2020 11:45;['#bansos'];menteri desa pdtt 38 juta warga sudah terima blt dana desa bansos;kontan news;positive;love
22/05/2020 11:43;['#indonesiaterserah'];silaturahmi ga perlu kumpul kumpul juga anjing indonesiaterserah;mas;negative;anger
22/05/2020 11:39;['#indonesiaterserah'];disaat org rela dirmh aja 2 bln eh msh ada org yg egois keluar rmh seenaknya itulah knp ada tagar indonesiaterserah saking kesalnya kalo kena corona jgn mnt tolong nakes ;pencari kebenaran;negative;anger
22/05/2020 11:37;['#indonesiaterserah'];iya paham ini bentuk kekecewaan kaliantapi jangan sampe memprovokasi kita sedang menghilangkan pandemi bukan menghilangkan rasa empati terhadap sesamaindonesiaterserah;anisa fitriani;negative;fear
22/05/2020 11:37;['#indonesiaterserah'];udah begini mau nyalahin siapa coba tuambleg di bilanginnya indonesiaterserah pictwittercom8ekzuvpvuj;sandipake;negative;anger
22/05/2020 11:36;['#bansos', '#covid19', '#ugm', '#yogyakarta', '#bumngotongroyong', '#bumnuntukindonesia', '#posindonesia', '#corona'];mantap posindonesia berperan penting distribusikan alkes dan bansos di masa pandemi covid19 ugmyogyakarta ugm yogyakarta bumngotongroyong bumnuntukindonesia posindonesia corona pictwittercomgtxcze9brm;m ali usman halim;positive;love
22/05/2020 11:36;['#jokowisilakanmundur', '#indonesiaterserah'];aku bingung banyak orang saling menyalahkan jokowisilakanmundur indonesiaterserah dan lain2 ayolah kita bersatu ulang bismilah kita bisa bergandengan hayuk bismillah;aziz;negative;sad
22/05/2020 11:35;['#indonesiaterserah'];resiko jd org terkenal gtu bang diem salah berkata baik bahkan bisa jd salah apalagi berkata kasar silahkan diterima aja resikonya gmn menyikapinya terserah elo bangindonesiaterserah;peace;negative;anger
22/05/2020 11:35;['#terserahindonesia', '#covid__19', '#indonesiaterserah', '#trendingtopic'];indonesia siap lawan covid19bosokomong tok katanya siap lawan coronarakyat nya aja dablek gmn mau lawan corona yang ada malah sebaliknyaterserahindonesia covid19indonesiaterserah trendingtopic;dat;negative;anger
22/05/2020 11:31;['#indonesiaterserah'];mo nyampeeee rumah emak mudik euy indonesiaterserah ; ;negative;sad
22/05/2020 11:28;['#indonesiaterserah', '#dirumahajalebihbaik', '#stopmudikdisiplinpsbb', '#jumatberkah'];mantaplah kurvanya padahal negara negara tetangga sudah mulai landaiindonesiaterserahdirumahajalebihbaikstopmudikdisiplinpsbbjumatberkah pictwittercomu4x8f17wka;andreas hadi;negative;anger
22/05/2020 11:25;['#indonesiaterserah'];indonesiaterserahpas masjid buka disuruh sodaqoh bilangnya uang buat makanabis di phkdllgiliran mall bukathr turunuangnya abis buat baju lebaran;arkanhearlan;negative;anger
22/05/2020 11:23;['#hi', '#manusiabaru', '#indonesiaterserah'];dunia baru akan segera dimulai semoga kita dapat lolos dari seleksi alam dan dapat bertranformasi menjadi manusia yang baru hi manusiabaru indonesiaterserah;rohay;positive;
22/05/2020 11:23;['#bansos', '#covid19', '#ugm', '#yogyakarta', '#bumngotongroyong', '#bumnuntukindonesia', '#posindonesia', '#corona'];mantap posindonesia berperan penting distribusikan alkes dan bansos di masa pandemi covid19 ugmyogyakarta ugm yogyakarta bumngotongroyong bumnuntukindonesia posindonesia corona pictwittercomo4o0gfwxmn;arif rahman hakim;positive;love
22/05/2020 11:21;['#indonesiaterserah', '#terserahuin'];ada yg lebih bahaya dari hastag indonesiaterserah yaitu terserahuin kuliah engga nikmati fasilitas engga tapi disuruh bayar ukt pictwittercomj00cqrust3;zae;negative;anger
22/05/2020 11:20;['#indonesiaterserah'];semoga segera kelar lah ini indonesiaterserah;pramudya yudha;negative;sad
22/05/2020 11:18;['#indonesiaterserah'];sekarang yang dilawan bukan hanya covid tapi stupid nya jugaindonesiaterserah;giant;negative;anger
22/05/2020 11:15;['#bansos'];pemerintah tambah alokasi blt dana desa jadi rp 27 juta per keluarga bansos;kontan news;positive;love
22/05/2020 11:13;['#indonesiaterserah'];bagi kaum togok dungu ini adalah suatu kemajuan tentunya harus dibela dibangga banggakan warkop bodoh dipelihara kambing dipelihara biar gemuk indonesiaterserahpeserta bpjs kesehatan yang menunggak iuran bisa didenda hingga rp 30 juta ;wanky op;negative;anger
22/05/2020 11:11;['#vialexa_andrea', '#indonesiaterserah', '#quarantine', '#ramadan2020', '#lawancovid19', '#lawancovid', '#dirumahaja', '#dirumahsaja', '#covid_19'];masjid ditutup tapi mall dan pasar dibukasedih hati ini ootd vaoutfitvialexaandrea indonesiaterserah quarantine ramadan2020 lawancovid19 lawancovid dirumahaja dirumahsaja covid19 ;vialexa andrea;negative;sad
22/05/2020 11:10;['#indonesiaterserah'];hiruk pikuk di pasar menjelang idullfitri di tengah2 adanya pandemi virus corona19indonesiaterserah ganjarpranowo jokowi najwashihab;ria official;negative;sad
22/05/2020 11:07;['#indonesiaterserah'];indonesiaterserah mudik sama pulang kampung itu beda pictwittercomcggioz3yni;supledikarantina;negative;anger
22/05/2020 11:05;['#indonesiaterserah', '#dirumahsaja', '#covididiots'];wis angel angel dikandaniindonesiaterserah lah sekarepmukudune tunda mudik jgn dikeramaiankluar pake masker dirumahsajaarep mati kena covididiotsapa arep sehat terserah lahsekarepmu pictwittercomq19isgndai;energi evolusi jd neutron elektronprotonatomgod;negative;anger
22/05/2020 11:04;['#indonesiaterserah'];tunggu aja kek gtu kalo masih indonesiaterserah ;shel;negative;anger
22/05/2020 11:03;['#indonesiaterserah'];maka jargon indonesiaterserah tepat digunakaan karna kebanalan masyarakat indonesia dalam menghadapi hari raya dan pandemi;alifvio bramandika;negative;anger
22/05/2020 11:02;['#bali', '#indonesiaterserah', '#konservirtual', '#indonesiasalahkelola'];hidup ini penuh dengan pilihan mau di rumah mau bepergian urusannya masing2 asal jangan merugikan orang lainmenunggu buka burger saja sambil bekerja di baliindonesiaterserahkonservirtualindonesiasalahkelola pictwittercom7tdrwbvbao;hay kreasi;positive;
22/05/2020 11:00;['#indonesiaterserah'];semoga km saya jg semua kesayangan di sekeliling kita diberi keselamatan perlindungan dan kesehatan semoga pandemi ini lekas berakhir indonesiaterserah tapi kami ttp bekerja tanpa menyerah ;madaaja1692;positive;love
22/05/2020 11:00;['#indonesiaterserah', '#covid_19', '#coronavirus', '#kitabisa', '#indonesiabisa'];indonesia terserahurip karepmu mati yo karepmuindonesiaterserah covid19 coronavirus kitabisa indonesiabisa ;awaludin;negative;anger
22/05/2020 11:00;['#indonesiaterserah'];tv kok koyo ngene ya saiki mosok mau ikutan tv sebelah narasi jg blm lengkap tp seakan udh memvonis opo gk memprovokasi ni mbok yg dibhas tu kaya mcd sarinah org ngumpul konser bpip kasus harun masiku cetak uang 500t tranparansi data covid19 indonesiaterserah pictwittercomfp4qevcla8;oz routing b;negative;anger
22/05/2020 10:59;['#indonesiaterserah'];apa cuma aku yg ga mikirin baju lebaranharuskah lebaran memakai baju baru indonesiaterserah;mba put;negative;sad
22/05/2020 10:57;['#indonesiaterserah'];gara gara cewek kalo ditanya apa apa jawabnya terserahsekarang negri kita terpengaruh rakyatnya indonesia terserahindonesiaterserah;zayyyyyyn;negative;anger
22/05/2020 10:56;['#katadv', '#indonesiaterserah', '#kebaikandarirumah', '#viral'];gue sering lupa gak semua orang bisa diajak bercandakatadvindonesiaterserahkebaikandarirumahviral;donivegass;negative;sad
22/05/2020 10:54;['#covid19', '#indonesiaterserah'];haaaa gimana kira2 covid19 indonesiaterserah pictwittercomf3zymoqh7k;yosephine hutabarat;negative;
22/05/2020 10:51;['#indonesiaterserah', '#yolo', '#mudik'];indonesiaterserah or i guess the indonesian version of yolo 82971 kendaraan tinggalkan jakarta lewat tol jakartacikampek mudik via jpnncom ;kelli swazey;negative;fear
22/05/2020 10:48;['#indonesiaterserah'];lebih mudah untuk membahas ruu minerbalebih gesit untuk membahas ruu omnibuslawkarena itu untuk kepentingan investor kapitalis dan oligarki kepentingan rakyat cukup kasih konser sajaindonesiaterserah ;mas mas;negative;anger
22/05/2020 10:46;['#indonesiaterserah', '#dirumahsaja', '#indonesiajanganterserah'];tolong jangan indonesiaterserah kami selalu mendoakanmu dan dirumahsaja indonesiajanganterserah pictwittercomlqjlj85th4;azrielsb;positive;love
22/05/2020 10:42;['#indonesiaterserah'];hal yang paling aku sedih kan adalah ke tidakjelasan tentang negara ku sendiri sampai keluar indonesiaterserah its so bad cmon kita harus mulai hidup normal mau gak mau kita harus hidup berdampingan dengan ;pratama;negative;sad
22/05/2020 10:40;['#indonesiaterserah'];indonesiaterserah biarin aja yg masih bandel ngeremehin corona mgkn ini lebaran terakhir kali buat mereka;anton wijaya;negative;anger
22/05/2020 10:39;['#indonesiaterserah'];bukalah matamuindonesiaterserah pictwittercom9idhbjaphh;;negative;anger
22/05/2020 10:36;['#indonesiaterserah', '#konservirtual', '#indonesiasalahkelola'];sampai sekarang kami tidak tahu apa mau pemerintah untuk selalu di rumah saja untuk apa konser virtual tidak kah pemerintah tahu bukan hiburan yang diinginkan oleh rakyat saat ini indonesiaterserahkonservirtualindonesiasalahkelola pictwittercomqtgjc1utgw;hay kreasi;negative;anger
22/05/2020 10:33;['#indonesiaterserah', '#indonesiamelawancovid19', '#indonesiasehat', '#indonesiajanganterserah'];maaf indonesiaterserah milik mereka yang menyerah mari optimis kita bisa selekasnya jalanjalan ke museum lagiindonesiamelawancovid19 indonesiasehat indonesiajanganterserah pictwittercomeakza1myzy;komunitas edukasi museum;negative;sad
22/05/2020 10:31;['#indonesiaterserah', '#indonesiaterserah'];aku juga kena prank tapi yaaaaa indonesiaterserahindonesiaterserah;edi keceput;negative;anger
22/05/2020 10:30;['#farmsubang', '#kotasubang', '#triton', '#dirumahaja', '#indonesiaterserah'];kalian dirumah saja biar kami saja yg berkebun untuk memenuhi kebutuhan anda pembukaan lahan untuk kebun melon farmsubang kotasubang triton dirumahaja indonesiaterserah sadayu ;siapa sih;positive;
22/05/2020 10:29;['#bansos'];katanya ada bansos lagi hari ini ke kawasan jaksel benar apa tidak ya pak kalau benar kok belum sampai pak dkijakarta kemensosri aniesbaswedan jokowi;voadee mraz;positive;
22/05/2020 10:28;['#indonesiaterserah'];gaada yg namanya indonesiaterserah buat ngrendahin negara sendiri sadar diri dong buat apa ada psbb klo rakyat gk pada taat buat apa nakes kerja siang malam cuma jadi bahan hujat please kita berjuang bareng2 saling dukung simpen tu mulut sabar doa jauh lbh berharga;asleeperharps;negative;anger
22/05/2020 10:27;['#dirumahaja', '#indonesiaterserah', '#indonesiajanganterserah'];yuk terus semangat terutama untuk tenaga medis untuk kita semua yuk tetap patuhi anjuran pemerintah untuk sllu mematuhi peraturansedih banget awalnya pake dirumahaja lalu kemaren indonesiaterserah sekrang yuk kita rubah jadi indonesiajanganterserah kita pasti bisa semangat pictwittercomckqcu0chus;anggi sapitri;positive;love
22/05/2020 10:27;['#indonesiaterserah'];gilaa sii emangg udh lah indonesiaterserah memang rakyat nya bandel degil ya gtu alasan silaturahim klo memang masa nya belum bisa sillaturahim ga perlu ngumpul;salsa chan;negative;anger
22/05/2020 10:24;['#indonesiaterserah'];poko e indonesiaterserahbodo amat pemerintah dah mintaaaf ga bisa ngurusinyg mau mati krn coronasilahkan rame ikutin tuh pejabat yg maaih mau idup ya waspada sendiri broo;sayangina;negative;anger
22/05/2020 10:23;['#indonesiaterserah'];indonesiaterserahkonser di adakan sedangkan masjid di tutup;miza silfiana;negative;anger
22/05/2020 10:22;['#indonesiaterserah'];rapopo kan indonesiaterserah;tri setyawan;negative;anger
22/05/2020 10:20;['#psbb', '#indonesiaterserah', '#indonesiaterserahsukasukakalian'];saya janji tidak akan melanggar psbb lagi kalau saya melanggar maka saya akanberjanji lagi indonesiaterserah indonesiaterserahsukasukakalian;uwi99;negative;anger
22/05/2020 10:16;['#indonesiaterserah'];baju baru alhamdulillahtuk dipakai di alam barzahindonesiaterserah;rustelll;negative;anger
22/05/2020 10:09;['#indonesiaterserah'];pulang kampung atau mudik sama saja kamu merasa kuat dengan semuanya tapi kamu tidak kuat kalau sudah berada diliang lahat indonesiaterserah;abang acuy;negative;sad
22/05/2020 10:08;['#indonesiaterserah'];ketika rakyat tidak mendengarkan kata pemerintah ketika dokter dan perawat menyerah ketika penyakit semakin merajalela siapa yang akan disalahkan indonesiaterserah;abang acuy;negative;sad
22/05/2020 10:06;['#indonesiaterserah'];apakah ga lebih baik alami saja ga perlu sirine atau apapun itu karena mungkin justru akan menyebabkan euforia yg tentunya malah menambah resiko penularan tapi ya ga taulah mungkin punya pemkot tegal punya pertimbangan lain semoga sehat saja indonesiaterserah;joengoz murah;negative;fear
22/05/2020 10:06;['#indonesiaterserah'];jika belum didengar maka benar2 indonesiaterserah pictwittercomuffg76ymhm;iwan rudiyanto;negative;sad
22/05/2020 10:06;['#indonesiaterserah', '#terserahelo'];ini udah saatnya pasang indonesiaterserah eh salah terserahelo deng;buwong ape tu man;negative;anger
22/05/2020 10:06;['#indonesiaterserah', '#savetenagamedis'];baru kali ini bersatu kita mati berpisah kita selamatindonesiaterserahsavetenagamedis;rol kcy;positive;
22/05/2020 10:05;['#indonesiaterserah', '#jokowisilakanmundur'];ruwet ruwet indonesiaterserah jokowisilakanmundur;hollowman;negative;anger
22/05/2020 10:05;['#indinesiabisa', '#indonesiaterserah', '#indonesiatidakmenyerah', '#indonesiamelawancovid19'];semangat pakpol indinesiabisa jgn indonesiaterserah kudu yakin indonesiatidakmenyerah indonesiamelawancovid19 ;tukang ngimpi ;positive;love
22/05/2020 10:04;['#indonesiaterserah', '#indonesiajanganterserah'];yak silahkan artiin sendiri ya teman teman indonesiaterserah tapi aku mau nya indonesiajanganterserah pictwittercomed8ptodjfv;moonday ;negative;sad
22/05/2020 10:04;['#indonesiaterserah', '#indonesiatidakmenyerah', '#indonesiabangkit', '#indonesiamelawancovid19', '#stopmudikdisiplinpsbb'];indonesia kuat indonesia bisa indonesia pasti menang indonesiaterserahmenjadi indonesiatidakmenyerahindonesiabangkitindonesiamelawancovid19stopmudikdisiplinpsbb pictwittercomg6khpml74j;bentalakelam;positive;love
22/05/2020 10:03;['#indonesiaterserah'];begitulah isi otak bangsat bangsaindonesiaterserah;sayangina;negative;anger
22/05/2020 10:02;['#indonesiaterserah'];ternyata kasirnya kena kopit batiba lgsg 900 org yg positif hadeuh indonesiaterserah;lah koq;negative;fear
22/05/2020 10:01;['#indonesiaterserah'];plin plankacauyg bego makin bego yg stress nambah gilaindonesiaterserah;zot;negative;anger
22/05/2020 10:00;['#indonesiaterserah'];tagar indonesiaterserah ramai diperbincangkan di sosial media tagar ini bermula dari para tenaga medis yang merasa kecewa dengan sikap abai masyarakat serta penanganan pemerintah yang terkesan berantakan dalam menghadapi covid19 selengkapnya pictwittercomfqy1zachi2;tvonenews;negative;sad
22/05/2020 09:59;['#livekajianislam', '#mayday2020', '#attitude', '#etika', '#indonesiaterserah'];bobrok akhlak di zaman inikezhaliman dimanaitulah pentingnya adab ilmu tanpa adab tetap saja bernilai 0 org beradab lebih mulia dibanding org berilmu tanpa adab livekajianislam mayday2020 attitude etika indonesiaterserah;maulida khairunnisa;negative;anger
22/05/2020 09:59;['#mudiktetapdilarang', '#indonesiaterserah', '#pemimpintakpunyahati'];pak jadi sebenernya tahun ini ada mudik gk sih oh itu perjalanan bisnis bukan mudik wtfmudiktetapdilarangindonesiaterserahpemimpintakpunyahati;riaaaaandi;negative;anger
22/05/2020 09:57;['#indonesiaterserah'];akhirnya indonesia terserah yg mau mati krn corona silahkan yg mau waspada silahkan saya pihat sikap negara sekarang ya itu indonesiaterserah;sayangina;negative;anger
22/05/2020 09:57;['#indonesiaterserah'];anjir ini orang sbelah bahas smbil nyinyir aturan sholat ied ga boleh d masjid tapi sambil merokok di bln puasaindonesiaterserah;pemuda bebas;negative;anger
22/05/2020 09:56;['#indonesiaterserah', '#fyi'];buat kalian yg masih ngeyel keluar rumah fucekkkk moga kena santet deh ihhh gemesss banget gwindonesiaterserahfyi;bxbydoll;negative;anger
22/05/2020 09:55;['#indonesiaterserah'];indonesiaterserah cuma warga 62 doang sih yg bandel bnget di kasih tau pictwittercomdfoihf6npq;freak;negative;anger
22/05/2020 09:55;['#indonesiaterserah'];sebagian dari mereka emang bego yg sebagian lg udah muak sama kelakuan pemerintah yg gaada hargadirinya dimata mereka karna dianggap gabecus ngurus negara makannya jadi indonesiaterserah pemerintah terserah warganya juga terserah ;wibiansyah;negative;anger
22/05/2020 09:54;['#indonesiaterserah'];masyarakat indonesia itu tipe org yg harus kapok dulu baru berubah harus kena karma dulu baru tobatknp si kalo bisa mencegah harus susah payah utk mengobati aku yakin kalian2 yg blanja berjubel2 skrg nyesel sama kek kmaren yg nimbun masker wkwkwkwkindonesiaterserah;maudy alminda;negative;anger
22/05/2020 09:53;['#ikutpemerintah', '#indonesiaterserah', '#tanpathr', '#tweeter'];lebaran kali ini tanpa makanan jajan dan thrikutpemerintahindonesiaterserahtanpathr2020tweeter;alwyy;negative;sad
22/05/2020 09:52;['#indonesiajanganterserah', '#indonesiaterserah', '#jokowisilakanmundur'];bnr aneh jga sih apa paedah nya nguplud poto pake hanstag trendingindonesiajanganterserahindonesiaterserahjokowisilakanmundur;d i o n;negative;anger
22/05/2020 09:51;['#indonesiaterserah'];hukum yang di jadikan senjata untuk menjatuhkan seseorang yang berusaha yang terbaik untuk negara welcome to indonesia deh ya indonesiaterserah pictwittercomdutwmr36qt;bocah tengil;negative;sad
22/05/2020 09:50;['#indonesiaterserah'];miriss indonesiaterserah ambyarr pictwittercom2zjpyhequs;marco satria;negative;sad
22/05/2020 09:48;['#indonesiaterserah'];katanya indonesiaterserah mak ;the 90s kid;negative;anger
22/05/2020 09:46;['#indonesiaterserah', '#herdimmunityismurder'];indonesiaterserah waspadalah herdimmunityismurder;marco satria;negative;fear
22/05/2020 09:46;['#indonesiaterserah'];indonesiaterserah klw die lg die lg yg jd rajanya;f rahman;negative;anger
22/05/2020 09:41;['#indonesiaterserah', '#karepmucuk'];kemaren pada parno kalo warga ibu kota datang ke daerah kalian sekarang daerah kalian yg memilih untuk psbb pembebasan sosial berskala besarindonesiaterserah karepmucuk;jimbo;negative;anger
22/05/2020 09:40;['#indonesiaterserah', '#terserah'];cukup indonesiaterserah aja kamu jangan sampe terserah buat menentukan pilihan mu di masa depan;azarine sava vania s;negative;fear
22/05/2020 09:40;['#indonesiaterserah'];disclaimer pakaian yg terbagus itu gak mesti harus terbaru biar kita gak memaksakan diri ke mall beli baju baru tetap gunakan masker tetap jaga jarak dan tetap rajin cuci tangan pakai sabun jadilah pelopor kesehatan buat diri anda sendiri indonesiaterserah ;alphand lie;positive;love
22/05/2020 09:36;['#indonesiaterserah'];disaat anda selalu menuntut kewajiban orang apakah anda sempet berfikir kewajiban anda pura pura melupakan kewajiban anda au lah indonesiaterserah;mi;negative;anger
22/05/2020 09:36;['#koflokology', '#covid19', '#indonesiaterserah'];udah tau lg jaman susah orang pada di phk kriminal pada dilepasin dr lp gaji dipotongin sembako langka masih pake perhiasan mewah lainnya kayak ngundang buat dirampok pengen doain jadi orang jgn koflok koflok amat tapi bohong koflokology covid19 indonesiaterserah;koflokology;negative;anger
22/05/2020 09:34;['#indonesiaterserah'];gatau sih tapi terserah indonesiaterserah;aldosuffo;negative;anger
22/05/2020 09:33;['#jokowisilakanmundur', '#presidentstandupcomedy', '#lebaran', '#dirumahaja', '#indonesiaterserah', '#indonesiajanganterserah'];tenang aja kalo masih bingung kalian dm aku aja ya jangan tanya lewat rep ga kebaca kita cari rezeki barengbareng selama quarantine days skuyyyjokowisilakanmundurpresidentstandupcomedylebarandirumahajaindonesiaterserahindonesiajanganterserah anak agung;clnsukses;positive;love
22/05/2020 09:28;['#indonesiaterserah', '#pemimpinpayah', '#takbisadiarah', '#sampah'];bedebahmenyuarakan indonesiaterserahmengolok pemimpinpayahpadahal kalian sendiri yang takbisadiarahsampah today1421;yudd;negative;anger
22/05/2020 09:27;['#indonesiaterserah', '#jokowisilakanmundur'];capek hooman gawe tokped bukpak lazda sopi tapi masih ae hooman gbk ke mallindonesiaterserahjokowisilakanmundur;s n;negative;anger
22/05/2020 09:24;['#jokowisilakanmundur', '#indonesiaterserah'];rakyat sendiri yang susah dibilangin tetep aja presiden yang kena sabar pak jokowihanya orang yang tidak berpikir jernih bikin hastag jokowisilakanmundurindonesiaterserah;pacarnya mitsuki;negative;anger
22/05/2020 09:22;['#availtangerang', '#aworldofmarriedcouple', '#ateez', '#bojaksel', '#covid__19', '#cewekbugil', '#dirumahsaja', '#eksib', '#fixyou', '#haechan', '#indonesiaterserah', '#jaehyun', '#knock', '#kristperawat', '#mewgulf', '#massage', '#noindonesiangirl'];dilarang mudik saat corona warga kesalavailtangerangaworldofmarriedcoupleateezbojakselcovid19cewekbugildirumahsajaeksibfixyouhaechanindonesiaterserahjaehyunknockkristperawatmewgulfmassagenoindonesiangirl pictwittercomlgcotc0sdy;posellyy;negative;
22/05/2020 09:21;['#mudiktetapdilarang', '#indonesiaterserah', '#indonesiamelawancovid19'];mari kita doakan untuk tim medis slalu di berikan kesehatan aamiin mudiktetapdilarang indonesiaterserah indonesiamelawancovid19 pictwittercomf5njt1fnta;ali fikri syafari;positive;love
22/05/2020 09:21;['#indonesiaterserah'];herd immunity bisa diartikan urip karepmu mati karepmuindonesiaterserah terserah ndiasmu kuii;ivan k;negative;anger
22/05/2020 09:19;['#indonesiaterserah'];jakarta barat bener2 sudah berani menerapkan indonesiaterserahterutama di pasar2 tradisional there are a lot of people busetttt;auliaqiqi;negative;fear
22/05/2020 09:19;['#psbb', '#indonesiaterserah'];dah capek2 lockdown ampe lumutan di rumahgagal semua gara orang tololl fuceklahvpsbb indonesiaterserah pictwittercomawq0y70caf;naufal al;negative;anger
22/05/2020 09:19;['#indonesiaterserah', '#newnormal'];wacana new mutant adalah bukti kegagalan semua pihak dalam mengatasi pandemi iniindonesiaterserahnewnormal pictwittercomachqsoqfyz;mlimin;negative;sad
22/05/2020 09:18;['#indonesiaterserah', '#cukongdimanjarakyatdiperas', '#khilafahajaranislam', '#indonesiabutuhkhilafah'];tidak ada rakyat yang goblok yang ada pemimpin yag goblokindonesiaterserahcukongdimanjarakyatdiperaskhilafahajaranislamindonesiabutuhkhilafah;asepabdusyakiralgaruti;negative;anger
22/05/2020 09:15;['#stayathomesavelives', '#staysafestayhome', '#dirumahsaja', '#dirumahsaja', '#indonesiaterserah'];pemudai joho menghimbau masyarakat indonesia khususnya warga joho untuk menunda mudiknya sampai pandemi selesaikita budayakan bersabar jangan barbarstayathomesavelives staysafestayhome dirumahsaja dirumahsaja indonesiaterserah pictwittercomna3rgs6chy;objekjoho;negative;anger
22/05/2020 09:15;['#jokowigakbecusurusnegara', '#jokowikingofprank', '#jokowisilakanmundur', '#indonesiaterserah', '#indonesiaterserah', '#indonesiaterserah'];jokowigakbecusurusnegara jokowikingofprank kena prank jokowisilakanmundur indonesiaterserah indonesiaterserah indonesiaterserah tka aseng dan bandara saja di buka padahal covid 62 semuanya import dari awal sudah dikasih tahu malah dibuat lelucon dungu;mukidi;negative;anger
22/05/2020 09:14;['#lawancovid19', '#lawangovid20', '#indonesiaterserah', '#covid19'];kita melawan 2 pandemi di indonesia 1 corona virus desease covid19 2 goblok virus desease govid20 covid19 menular karena kontak langsung govid20 menular karena konser tolol dan belanja baju buat lebaran lawancovid19 lawangovid20 indonesiaterserah covid19;salman al farisi ;negative;anger
22/05/2020 09:13;['#indonesiaterserah'];sekarang sih udh masuk indonesiaterserah katanya dimana terserah mau beli baju diskonan buat lebaran dengan resiko ditanggung sendiri;luckay27;negative;anger
22/05/2020 09:12;['#indonesiaterserah', '#covid19', '#corona', '#kitahadapibersama', '#kitavscorona', '#peduli'];yg bisa memutus rantai penyebaran covid19 ya diri kitadan kepedulian kita terhadap orang lainindonesiaterserah covid19 corona kitahadapibersama kitavscorona peduli pictwittercomjayxmve8im;habib mintohari;positive;sad
22/05/2020 09:11;['#indonesiaterserah', '#brobrogorelockdown'];liat berita ini tapi kemarin di ksh tau dkt kosan jln macet karna bnyk yg beli baju lebaran gue udh 2 blnan kali ga keluar kosan ampe gumoh gofood mulu org yg blanja kaya ga ada ngeri2 nya gtu desek2an kan kesel bangetindonesiaterserahbrobrogorelockdown pictwittercomrntewnhlgt;dannisashaffira;negative;anger
22/05/2020 09:09;['#jumatberkah', '#prank', '#indonesiaterserah'];covid terus stupid mulai dari ripanjul ripanjul cimoycimoy sampai ngeprank ngeprenk jumatberkah prank indonesiaterserah pictwittercomihpujxurdo;dikykurniawann;negative;anger
22/05/2020 09:09;['#indonesiaterserah'];indonesia punah nih welcome hi selamat bagi kalian yg bertahan if u left chat with earth see u in heaven boys and gurl wowkwokwindonesiaterserah;;negative;anger
