date;hashtag;tweet;username;intent;emotion
05/06/2020 10:08;['#bansos', '#depok', '#oknum', '#rt', '#checkpoint', '#psbb', '#korupsi', '#pungli', '#anggaran', '#dana', '#blt', '#pemda'];seperti kasus hilangnya rp25000 dari total rp250000 dana bansos per kepala keluarga di depok yang diduga dikorupsi oleh oknum rt atau dijualnya stiker sakti yang katanya beguna untuk melewati checkpoint psbb korupsi pungli anggaran dana blt pemda;dreamers lab;negative;
05/06/2020 10:08;['#oknum', '#korupsi', '#pungli', '#covid19', '#psbb', '#dana', '#bansos', '#blt'];kenyataannya di lapangan terdapat beberapa celah yang dimanfaatkan oleh oknumoknum tidak bertanggungjawab memang rasanya peluang untuk bisa cari duit bagi para oknum ini seperti darah bagi hiu meskipun jauh pasti tercium korupsi pungli covid19 psbb dana bansos blt;dreamers lab;negative;anger
05/06/2020 10:08;['#covid19', '#anggaran', '#bansos', '#checkpoint', '#psbb'];ditengahtengah hebohnya covid19 pemerintah udah mengeluarkan beberapa pendekatan untuk menjaga rakyat tetap sejahtera dan terlindung contohnya adalah anggaran dana bansos di beberapa daerah checkpoint psbb di banyak tempat bagus sih sekilas tapi bagaimana eksekusinya;dreamers lab;negative;sad
05/06/2020 09:55;['#indonesiaterserah'];nggak ngerti lagi harus ngomong apa indonesiaterserah ;permisi;negative;anger
05/06/2020 08:55;['#viruscorona', '#pikobar', '#bansos']; pikobar kini miliki fitur solidaritas sajikan daftar penerima bansos terdampak covid19 viruscorona pikobar bansos;terasjabarid;positive;
05/06/2020 08:25;['#pansos', '#bansos'];from pansos into bansos ;danis ariandi;negative;anger
05/06/2020 08:15;['#mncnewsroom', '#srimulyani', '#bansos'];bansos diperpanjang hingga desember sri mulyani ditransfer sesuai data penerima mncnewsroom srimulyani bansos ;mnc newsroom;positive;joy
05/06/2020 06:48;['#indonesiaterserah', '#covid19'];inilah akibatnya berita resmi dari pemerintah selalu dibuat framing penolakan dan hoax agar masyarakat tdk percaya sungguh lelah petugas gugus tugas tak mampu kita bayangkan akhirnya indonesiaterserah hanya untuk oposian sajalah biarkan mereka merasakan akibat covid19;pitra dhana;negative;sad
05/06/2020 06:17;['#bansos', '#pemalang'];pemalang wartadesa keterbukaan informasi publik semestinya terus dijalankan tiap pemerintahan desa agar tidak terjadi mis komunikasi komunikasi yang tidak nyambung seperti terjadi kamis 0406 kemarin bansos pemalang ;wartadesa;negative;sad
05/06/2020 05:54;['#srimulyani', '#bansos', '#blt', '#coronavirus', '#corona', '#covid?Ÿ¬19', '#rakyatmerdeka', '#rmcoid'];top news koran rakyat merdeka bantuan sosial dipotong 300 ribu harap maklum kocek negara lagi tongpes srimulyani bansos blt coronavirus corona covid19 rakyatmerdeka rmcoid ;rakyat merdeka;negative;sad
05/06/2020 05:47;['#bansos'];bansos dilanjut hingga desember tapi jangan terlalu senang dulu pemerintah akan memberikan bansos tapi hanya separuhnya saja dari periode yang sebelumnya bansos ;detikfinance;negative;sad
05/06/2020 05:42;['#musdes', '#blt', '#bansos', '#covid19', '#discoverybwi'];ini klarifikasi kepala desa soal diduga beri bantuan covid 19 doublemusdes banyuwangi cluring desa tampovdeo di cnl ytbe discovery banyuwangiatuser atuser musdes blt bansos covid19 discoverybwi ;discoverybanyuwangi;negative;
05/06/2020 05:34;['#indonesiaterserah'];indonesiaterserah bebas aja sekarang ce;blessyouworld;negative;sad
05/06/2020 05:28;['#coronavirus', '#covid19indonesia', '#indonesiaabnormal', '#indonesiatatanankehidupanbaru', '#indonesiaterserah'];opini new normal dalam kondisi abnormal lewat atuser sulawesi coronavirus covid19indonesia indonesiaabnormal indonesiatatanankehidupanbaru indonesiaterserah atuser atuser atuser ;lensa sulawesi;negative;
05/06/2020 04:58;['#newnormal', '#pasuruan', '#viruscorona', '#lumajang', '#probolinggo', '#belanjadarirumah', '#physicaldistancing', '#karantinawilayah', '#mudik2020', '#covid19indonesia', '#bltdd', '#bansos'];warga desa tangguh covid19 sambat tuding blt dd tak tepat sasaran lewat atuser newnormal pasuruan viruscorona lumajang probolinggo belanjadarirumah physicaldistancing karantinawilayah mudik2020 covid19indonesia bltdd bansos;wartabromo;negative;
05/06/2020 04:28;['#indonesiaterserah'];semoga faham apa yang sedang dan akan ditempuhi indonesiaterserah;alfirus ahmad;negative;sad
05/06/2020 04:03;['#garagaracorona', '#bersatulawancovid19'];mau sampai kapan psbb ini selesai garagaracorona bersatulawancovid19;azwardin elnizar;negative;sad
05/06/2020 03:43;['#psbb', '#covid19', '#jakarta', '#indonesiaterserah'];ada yang izin gak masuk kantor karena ada acara wisuda virtual anak psbb covid19 jakarta indonesiaterserah;ssntuyaseeek;positive;joy
05/06/2020 01:51;['#tolol', '#indonesiaterserah'];gubernur sulsel dengan tololnya dalam atuser menyatakan pemaksaan protap pemakaman covid19 adalah akibat warga menolak jenazah masuk ke kediaman dimana mana atuser atuser atuser jadi smua pasien meninggal di rs adalah korban covid19 tolol indonesiaterserah;begaldigital;negative;anger
05/06/2020 00:29;['#indonesiaterserah'];psbb dki jakarta kembali diperpanjang bulan juni jadi masa transisi salah satunya membatasi muatan 50 angkutan umum kalau frekwensi tdk ditambah sdh bs diduga apa yg akan terjadi konyol indonesiaterserah ;staysave;negative;anger
04/06/2020 21:38;['#terserahloedeh', '#indonesiaterserah'];ancour minah bikin masalah baru yg memaksa maskapai gulung tiker kenapa tdk dilarang terbang sja terbang dibawah 1jam msh logis gimana yg diatas 3jam gimana meteka yg diabet terserahloedeh indonesiaterserah ;golputers;negative;anger
04/06/2020 19:42;['#terompetbaghdad', '#newnormal', '#newnormalpulihkanekonomi', '#psbbamiesgagaltotal', '#covid?Ÿ¬19', '#prakerja', '#kartuprakerja', '#malamjumat'];masuk fase new normal pelatihan kartu prakerja digelar offline terompetbaghdad newnormal newnormalpulihkanekonomi psbbamiesgagaltotal covid19 prakerja kartuprakerja malamjumat via atuser;terompetbaghdad;negative;
04/06/2020 18:10;['#indonesiaterserah'];di ponti neeeee aduh stuck disni lelah aku tuuu disini taulah ya yg lg trending indonesiaterserah hahahahah;gemini hoe;negative;anger
04/06/2020 17:36;['#covid19', '#indonesiaterserah'];memang ada yg aneh di negeri ini kesungguhan pemerintah memajukan perusahaan penerbangan pd titik nadir membolehkan mengunakan layanan penerbagan disertai aturan tes covid19 yg lbh mahal dr harga tiket membuat masalah baru indonesiaterserah;golputers;negative;sad
04/06/2020 17:30;['#silahkanriset', '#indonesiaterserah'];di negeri kita jadi pejabat akan merubah org tsb jadi dewa penolongyakni penolong bagi partainya n kolega serta keluarganya silahkanriset indonesiaterserah;golputers;negative;anger
04/06/2020 17:21;['#garagaracorona', '#psbbjakarta', '#newnormal'];dikala bosan maksimalpas ada kesempatan keluar buiat belanja logistiktp pas udh diluarrasanya tidak sebebas dulutidak se happy dulu was was melulupetak umpet ama corona garagaracorona psbbjakarta newnormal;ofachnidar;negative;fear
04/06/2020 17:07;['#kemensoshadir', '#pkh', '#bansos']; seiring kebijakan baru ini saya mohon agar masyarakat betulbetul dibantu dimudahkan dalam mengakses bansos lindungi mereka saat mengambil bansos di atm atau agen bank dengan cara mengikuti protokol kesehatan cc atuser kemensoshadir pkh bansos;satriya mudha;negative;fear
04/06/2020 17:00;['#indonesiaterserah'];layak donk sesuai sudut pandang n jepentingannya jk menurut amrik layak kalau menurutku layak di bohongin diee indonesiaterserah;golputers;negative;anger
04/06/2020 16:44;['#garagaracorona', '#coronavirus', '#dirumahaja', '#covid?Ÿ¬19', '#malamjumat', '#bacotansantuy'];pengen ngumpulin orang yang bb nya nambah karena corona v garagaracorona coronavirus dirumahaja covid19 malamjumat bacotansantuy;akutuevot;negative;
04/06/2020 15:15;['#bansos'];lihat bagaimana sistem perlindungan sosial di indonesia memberikan rasa aman bagi masyarakat miskin dan rentan melalui berbagai program kesehatan dan bansos apa yang perlu ditingkatkan unduh laporan baru kami ;world bank indonesia;positive;love
04/06/2020 14:48;['#kartuprakerja', '#jokowi', '#corona'];ketika banyak pekerja kena lockdown dan phk pengamat nilai program kartu prakerja jokowi cukup mantul kartuprakerja jokowi corona;monitor indonesia;positive;joy
04/06/2020 14:15;['#indonesiaterserah'];bisa ngak dlm new normal isi bensin tanpa ke pom bensin indonesiaterserah ;golputers;negative;
04/06/2020 14:15;['#mncnewsroom', '#bansos', '#jawabarat', '#bansosjabar'];perantau di jabar bisa peroleh bantuan sosial selama masuk daftar mncnewsroom bansos jawabarat bansosjabar ;mnc newsroom;positive;joy
04/06/2020 14:07;['#bansos', '#jakarta'];dalam rapat siang tadi juga kami telah berkoordinasi dengan dinas sosial agar seluruh paket bantuan dilaksanakan tepat sasaran pastikan kembali seluruh data penerima bantuan jangan sampai warga yang mampu mendapat bantuan sosial ini bansos jakarta;prasetyo edi marsudi;positive;
04/06/2020 14:07;['#bansos', '#jakarta'];namun penyaluran itu nyatanya tidak mudah karena itu dalam waktu dekat saya akan berkirim surat ke komisi pemberantasan korupsi kpk untuk mengkonsultasikan syarat dan ketentuan untuk kami patuhi bersama bansos jakarta;prasetyo edi marsudi;negative;sad
04/06/2020 14:07;['#bansos', '#jakarta'];sebagai bentuk kepedulian terhadap dampak pandemi covid19 ini kami di dprd dki jakarta akan menyalurkan bantuan sosial kepada warga jakarta yang membutuhkan total akan ada 53 ribu paket yang disiapkan bansos jakarta ;prasetyo edi marsudi;positive;love
04/06/2020 13:04;['#indonesiaterserah'];indonesiaterserah sambil cengengesan;pinocchio;negative;anger
04/06/2020 13:02;['#lensaaktual', '#bansos'];pemerintah akan kurangi ketergantungan masyarakat terhadap bansos lensaaktual bansos ;aktual official;negative;
04/06/2020 12:20;['#pati', '#bansos', '#komisid', '#dprdpati'];pastikan bansos tepat sasaran komisi d dprd pati sidak ke kecamatan pati bansos komisid dprdpati atuser ;murianews;positive;
04/06/2020 11:38;['#bansos'];ada 500 orang tidak bersedia menerima mengapa atuser bansos ;kbr;negative;sad
04/06/2020 11:34;['#bansos', '#ekonomi', '#dampakcorona'];dari juli hingga desember nilai manfaatnya turun dari rp 600000 per bulan menjadi rp 300000 per bulan bansos ekonomi dampakcorona ;kbr;negative;sad
04/06/2020 11:29;['#bansos', '#ekonomi', '#dampakcorona'];masyarakat yang kondisinya lebih darurat ternyata tidak terdaftar ada juga yang terdaftar tapi tidak menerima bantuan karena ktp sebagai pendatang kata atuser bansos ekonomi dampakcorona ;kbr;negative;sad
04/06/2020 10:45;['#bansos', '#pansos'];hadehh mau pansos aja harus gini bansos ehh salah hastag pansos maksudnya hehehe ;bukan artist;negative;anger
04/06/2020 10:37;['#bansoskemensos', '#bansos', '#tasik', '#tasikmalaya', '#covid?Ÿ¬19', '#covid_19', '#coronavirus', '#corona', '#news', '#kamismanis'];kelurahan sambongpari tasikmalaya bagikan 310 paket sembako dari kemensos bansoskemensos bansos tasik tasikmalaya covid19 covid19 coronavirus corona news kamismanis;ruang berita;positive;
04/06/2020 10:20;['#bansos', '#bantuan', '#sd', '#smp', '#sma', '#pendidikan', '#sekolah'];satusatunya di indonesia bantuan untuk murid sdsma swasta selengkapnya ada disini bansos bantuan sd smp sma pendidikan sekolah ;jendela dewata;positive;
04/06/2020 10:10;['#viralnenek', '#bansos', '#ditampar', '#rt', '#bogor'];viral nenek di bogor ditampar rt saat tanyakan bansos ini faktanya viralnenek bansos ditampar rt bogor ;melya kirana;negative;anger
04/06/2020 09:34;['#pilkada2020', '#indonesiaterserah'];dana pilkada 2020 tidak dialihkan utk penanganan c19 dan budget ditambah utk memenuhi prototokol c19 pilkada2020 lebih penting dari penanganan c19 indonesiaterserah;reza indrawan;positive;
04/06/2020 07:57;['#indonesiaterserah'];kenapa ngak dari awal malah mall yg didahulukan indonesiaterserah ;golputers;negative;anger
04/06/2020 07:45;['#rakyatmenderita', '#indonesiaterserah', '#terserahloedeh'];gimana corona mau usai kalau rakyatnya aja susah diatur dasar warga 62 sukanya yang instan aja rakyatmenderita indonesiaterserah terserahloedeh;udah terserah;negative;anger
04/06/2020 07:43;['#internetshutdown', '#indonesiaterserah', '#newnormalindonesia', '#psbb', '#lockdown', '#workout', '#jokowisilakanmundur', '#presidenstandupcomedy'];semoga saja new normal nggak bikin presiden blunder lagi internetshutdown indonesiaterserah newnormalindonesia psbb lockdown workout jokowisilakanmundur presidenstandupcomedy new normal sudah tersediakah fasilitasnya lewat atuser;dedy tw;negative;fear
04/06/2020 07:40;['#2020memes', '#blacklifematters', '#covid?Ÿ¬19', '#tiktok', '#newnormal', '#indonesiaterserah'];melihat kondisi dunia pada tahun ini saya jadi paham kenapa mr toni stark menjentikan jarinya 2020memes 2020 blacklifematters covid19 tiktok newnormal indonesiaterserah ;yan;negative;sad
04/06/2020 06:53;['#bansos', '#jabar'];penyaluran bansos di jabar masih terus dilakukan agar dapat membantu warga bansos atuser jabar;republikacoid;positive;
04/06/2020 06:39;['#bansos', '#infonasional'];pasien covid 19 yang sembuh dapat bantuan sembako dari polres cilegon bansos infonasional ;kawanitv;positive;love
04/06/2020 06:37;['#bansos', '#tunai', '#menkeu', '#hulondalo', '#hulondaloid'];totalnya rp 1789 triliun kata menkeu bansos tunai menkeu hulondalo hulondaloid ;hulondaloid;positive;
04/06/2020 06:04;['#bansos', '#bantuansosial', '#corona', '#covid19', '#blt', '#danadesa'];pemberian bansos sebagai respons adanya pandemi covid19 akan diperpanjang hingga desember 2020 bantuan diberikan dalam bentuk tunai yuk simak berita selengkapnya di sini bansos bantuansosial corona covid19 blt danadesa ;ddtcnews;positive;
04/06/2020 06:00;['#covid?Ÿ¬19', '#covid19indonesia', '#pasiencovid', '#protokolcovid', '#jokowi', '#najwashihab', '#kabarduka', '#indonesiaterserah', '#indonesiaviral'];tolonguntuk semuanya dimanapun kalian beradajangan pernah menganggap wabah ini remehkita tidak tahu dimana virus itu berada karena ia tak terlihat covid19 covid19indonesia pasiencovid protokolcovid jokowi najwashihab kabarduka indonesiaterserah indonesiaviral;karina larasati;negative;fear
04/06/2020 04:56;['#indonesiaterserah'];psbb aja buanyak yg langgar apalagi new normal logika aja lah indonesiaterserah ;lucyfer;negative;anger
04/06/2020 04:18;['#garagaracorona'];pertunangan diundur agustus dan terpaksa gua harus berangkat ke bogor dulu oke sip gak tau mau seneng apa sedih garagaracorona;kucing imut doyan makan;negative;sad
04/06/2020 03:42;['#bogor', '#viruscorona', '#bansos']; aniaya nenek karena bansos ketua rt soroti buruknya pendataan kerja sudah capek tapi disalahkan bogor viruscorona bansos;terasjabarid;negative;anger
04/06/2020 02:49;['#indonesiaterserah'];pingin sekolah anjir bosan di rumahv indonesiaterserah ;rhn pa;negative;anger
04/06/2020 02:21;['#indonesiaterserah'];papua aseng ahmadiyah syiah gki yasmin sunda wiwitan rumah digerebek karena lagi ibadah penolakan rumah ibadah yang sudah ada imb diusir dari desa karena agama ditolak dikubur karena agama dan lain2 banyak george floyd di negara sendiri indonesiaterserah;tito dipokusumo;negative;sad
04/06/2020 00:46;['#dirumahaja', '#garagaracorona'];selamat pagi dunia mari kita berpesta misalnya ya balik lagi semua garagara corona duhhhhh dirumahaja garagaracorona;afandaaputra;negative;sad
04/06/2020 00:25;['#indonesiaterserah', '#balikindanahaji'];program kok pake maksa asal potong n tarik pungutan disaat situasi ekonomi yg sakitya rakyat n pengusaha pasti tolak program tapera atuser indonesiaterserah balikindanahaji ;golputers;negative;anger
04/06/2020 00:24;['#indonesiaterserah'];para pejabat di negeri ini cuma jago gomong sampai sekarang perpres ttg new normal tdk ada n tiap daerah bikin aturan sendiri dulu mau psbb hrs izin pusat indonesiaterserah ;golputers;negative;anger
03/06/2020 23:33;['#covid?Ÿ¬19', '#indonesiaterserah'];tdk usa diumumkan rakyat juga sdh tahu pemerintahan atuser belum bisa kendalikan covid19 nyata dilapanganacak kadut indonesiaterserah ;golputers;negative;sad
03/06/2020 23:28;['#indonesiaterserah', '#balikindanahaji'];terserah apa kata luht dech uda ngak jelas presiden indonesia sekarang indonesiaterserah balikindanahaji ;golputers;negative;anger
03/06/2020 20:01;['#indonesiaterserah', '#indonesiaterserahpakde', '#indonesiabangkit'];new normal but not normal indonesiaterserah indonesiaterserahpakde indonesiabangkit;adityo kurniawan dewantoro  i  y o k;negative;sad
03/06/2020 19:53;['#indonesiaterserah'];indonesiaterserah petaka corona tiba manusia dunia diminta siaga jangan pandang sebelah mata virus ini tidak kasat mata jika tak percaya mati akibatnya tapi dasar manusia egonya luar biasa tak perduli tak percaya alasannya ada saja maunya seenaknya saja;iskandariyah tanjung;negative;anger
03/06/2020 19:07;['#indonesiaterserah', '#internetshutdown'];makin ga jelas indonesiaterserah internetshutdown;millll;negative;anger
03/06/2020 18:39;['#2020arahbaru', '#newnormal', '#newpresiden', '#indonesiaterserah'];pemerintah ini maunya apa sih cuk cuk squad 2020arahbaru newnormal newpresiden indonesiaterserah;bang dii;negative;anger
03/06/2020 18:34;['#covid19', '#indonesiaterserah', '#psbb', '#covid19indonesia'];10k vs 171k jomplang bgt daily covid19 test indonesia 270m population 10k testday uk 68m population 171k testday kita butuh 270 hari 9 bln untuk test 1 populasi sedangkan uk cuma butuh 4 hari indonesiaterserah psbb covid19indonesia atuser atuser ;yohanes zega;negative;surprise
03/06/2020 17:47;['#internetshutdown', '#indonesiaterserah', '#bacotsantuy'];siapa benar siapa salah internetshutdown indonesiaterserah bacotsantuy ;sins of skuy ;negative;anger
03/06/2020 17:46;['#bansos', '#serang'];bansos pemprov cair bupati serang minta jps dibelikan sembako bansos serang ;republik merdeka banten;positive;
03/06/2020 17:40;['#indonesiaterserah', '#indonesiaabnormal', '#covid__19', '#corona', '#covidioten'];teh pulang aja ke bandung kerja kerasmu tidak siasia walaupun kebanyakan masyarakatnya sialan sih terima kasih atas kerja kerasmu selama ini stay safe juga teh we miss you indonesiaterserah indonesiaabnormal covid19 corona covidioten ;jean;negative;anger
03/06/2020 17:38;['#dirumahaja', '#lawancovid19', '#pakaimaskerjagajarakcucitangan', '#bansos', '#infososial', '#tangerang', '#ciledug'];kami di suruh dirumahaja lawancovid19 pakaimaskerjagajarakcucitangan tp knapa bansos tak kunjung terimasedang sy butuh buat mberi nafkah keluarga infososial tangerang ciledug ;fakegojek ;negative;sad
03/06/2020 17:31;['#bansos', '#pkh', '#covid?Ÿ¬19'];tolong pakbu klu mau salurkan bansos pkh ke warga dgn tepat ke warga yg benar2 membutuhkan di saat covid19 coba lsg turun dan lihat di desa2 dan pemukiman bila ingin kenyataan nya ;fakegojek ;negative;sad
03/06/2020 17:25;['#bansos'];menkeu bansos akan diperpanjang sampai desember dan disalurkan secara tunai non cash bansos;kontan news;positive;
03/06/2020 17:23;['#indonesiaterserah'];percuma diperpanjang psbb kalo orang nya masih pada tholol keluar rumah indonesiaterserah;connn;negative;anger
03/06/2020 16:31;['#bansos', '#banpres', '#infodepok'];warga mampang depok menerima bantuan presiden bansos banpres infodepok ;kawanitv;positive;
03/06/2020 16:20;['#bansos'];ada 1004 aduan ke posko daring ombudsman sebanyak 81 soal bantuan sosial bansos;kontan news;negative;
03/06/2020 14:56;['#indonesiaterserah'];bukan urusan saya indonesiaterserah ;jonru ginting;negative;anger
03/06/2020 14:41;['#indonesiaterserah'];alahaiii tengok apa jadi kat indonesia time covid pon tau dah rakyat dia cam mn hampeh indonesiaterserah;eyelismail;negative;anger
03/06/2020 13:47;['#indonesiaterserah'];dibalik segala konspirasi pemerintah sedang menguji idealisme new normal yang peluang keberhasilan hanya 7 tapi efektif mengurangi konflik keberhasilan tergantung masyarakat taat dan patuh tolong jangan dl indonesiaterserah;akhdan abizar;negative;sad
03/06/2020 13:47;['#icw', '#yscm', '#bansos', '#covid19'];icw dan ysnm buka posko pengaduan bansos terkait covid19 icw yscm bansos covid19;detikmanadocom;positive;
03/06/2020 13:40;['#bansos'];bulog salurkan bansos beras tahap kedua di jabodetabek bansos;kontan news;positive;love
03/06/2020 13:22;['#indonesiaterserah'];so indonesiaterserah bodo amat kezel dengernya makin banyak yg terpapar dr jakarta ke daerah2 ke kampung2 kena kabeh mbo ya pake otaknya ;juniarachmagmailcom;negative;anger
03/06/2020 13:13;['#infobandung', '#wartabandung', '#bansos'];ridwan kamil senang penyaluran bansos di jabar sesuai protokol kesehatan infobandung wartabandung bansos ;kawanitv;positive;joy
03/06/2020 12:41;['#newnormal', '#pubg', '#indonesiaterserah'];new normal dan herd immunity ibarat game pubg yg kuat dan pintar strategi yang melaksanakan protokol kesehatan dialah yg akan bertahan sampe akhir sementara yang lemah akan mati di luar circle atau mati dalam pertempuran seleksi alam newnormal pubg indonesiaterserah;rezki saputra;negative;sad
03/06/2020 12:19;['#ombudsman', '#bansos', '#cegahcorona'];angka tertinggi laporan pada tanggal 18 dan 19 mei ada 83 laporan dalam satu hari dan 82 laporan ombudsman bansos cegahcorona;inewsid;negative;fear
03/06/2020 12:00;['#indonesiaterserah', '#tangselterserah', '#psbb', '#covid19', '#tangsel', '#pamulang', '#bsd', '#bintaro', '#ciputat', '#ciptim', '#serpong', '#serpongutara', '#pondokaren', '#alamsutera'];status psbb tangsel hanya untuk masyarakat biasa pejabat bebas melanggar indonesiaterserah tangselterserah psbb covid19 tangsel pamulang bsd bintaro ciputat ciptim serpong serpongutara pondokaren alamsutera ;fitra rafael doa;negative;sad
03/06/2020 11:43;['#nenek', '#bogor', '#bansos', '#beritawajo'];nenek 70 tahun di bogor ditampar petugas beras bansos miliknya juga beritawajo;beritawajo;negative;anger
03/06/2020 11:25;['#indonesiaterserah'];gimana lo lo aje dah indonesiaterserah;mc dee;negative;anger
03/06/2020 11:12;['#dirumahaja', '#bacotsantuy', '#recehkantwitter', '#garagaracorona'];nilaiku tergantung sinyal hpku kalo sinyalnya nilaiku pasti dirumahaja bacotsantuy recehkantwitter garagaracorona;akutuevot;negative;sad
03/06/2020 10:56;['#indonesiaterserah', '#terserahkamu'];pemerintah indonesia uda capek ngurusin orang orang yang masih bandel suka keluar keluar muncul lah indonesiaterserah aku juga capek ngadepin kelakuan kmu yg tetep dingin ke aku padahal uda berusaha huhu terserahkamu;s for shit;negative;sad
03/06/2020 10:49;['#bansos', '#covid19', '#bltdanadesa'];pemberian bansos untuk mengatasi dampak covid19 akan diperpanjang hingga desember 2020 dan bltdanadesa dilanjutkan hingga september 2020 ;antaranewscom;positive;joy
03/06/2020 10:36;['#bansos'];sejauh ini penyaluran bansos di sejumlah daerah telah mencapai 80 menko pmk muhadjir effendy menilai masih ada peluang bagi masyarakat yang belum mendapatkan bantuan sosial untuk memperolehnya selama memenuhi persyaratan atuser ;sahabatevadwiana;positive;
03/06/2020 10:35;['#ngewe', '#dipecatkokdibela', '#nadiemmanamahasiswamerana', '#balikindanahaji', '#kesembuhacovid', '#jakarta', '#surabaya', '#jawabarat', '#jawatimur', '#indonesiaterserah', '#indonesia', '#aktifqq', '#dampakcorona', '#kematian'];tidak bisa napas penyakit sadis mengerikan ada disekitar anda ngewe dipecatkokdibela nadiemmanamahasiswamerana balikindanahaji kesembuhacovid jakarta surabaya jawabarat jawatimur indonesiaterserah indonesia aktifqq dampakcorona kematian ;jenny;negative;anger
03/06/2020 09:42;['#indonesiaterserah', '#terserah'];kenapa indonesiaterserahindonesia jangan terserah kita pasti bisa;devi wulandari;negative;sad
03/06/2020 09:36;['#indonesiaterserah'];ngeliat orang yang keluar rumah cuma nongkrong nongkrong doang jadi pengen pengen jambak jambang nya biar ngerasain waktu gua di hukum kepala sekolah sd gua dulu indonesiaterserah;someone;negative;anger
03/06/2020 09:35;['#bansos'];kabar gembira pemerintah putuskan perpanjang bansos sampai desember bansos;kontan news;positive;joy
03/06/2020 09:32;['#bansos', '#bansoskemensos'];nilai manfaatnya juga turun menjadi rp 300 ribu per bulan untuk periode juliseptember bansos bansoskemensos ;aly ahmad newnormal;negative;sad
03/06/2020 09:12;['#indonesiaterserah'];apa yang terjadi ketika ada suatu pandemi global yang tengah mewabah tetapi orangorang atas malah menganggap remeh dengan cara mempromosikan wisata sampai tidak menggubris peringatan dari peneliti dari satu universitas ternama dan bahkan who indonesiaterserah ;r akbar f;negative;sad
03/06/2020 09:01;['#korupsi', '#bansos'];korupsi bansos di sumut kini tujuh daerah diusut ;whynote;negative;
03/06/2020 09:01;['#bansos'];kabar gembira pemberian bansos sebagai program jaring pengaman sosial selama pandemi corona diperpanjang hingga desember 2020 bansos ;detikfinance;positive;joy
03/06/2020 06:26;['#kemensos', '#kemensoshadir', '#juliaribatubara', '#bansos'];mensos dana bantuan jangan buat beli rokok cc atuser atuser atuser atuser kemensos kemensoshadir juliaribatubara bansos ;satriya mudha;negative;anger
03/06/2020 06:08;['#dirumahaja', '#hapuscovid19', '#indonesiaterserah', '#fizi', '#bacotsantuy', '#pride2020', '#anonymuos', '#batam', '#suryakepri', '#jokowi', '#trumpout2020', '#balikindanahaji', '#dipecatkokdibela', '#asukabeh', '#covid19'];hadapi semuanya dengan senyuman dirumahaja hapuscovid19 indonesiaterserah fizi bacotsantuy pride2020 anonymuos batam suryakepri jokowi trumpout2020 balikindanahaji dipecatkokdibela asukabeh covid19 ;wesikuning11;positive;love
03/06/2020 05:52;['#indonesiaterserah'];jahat sekali manfaatkan situasi pandemi saat rakyat tak berdaya pemerintah terus berupaya mendorong investasi masuk ke dalam negeri salah satu langkah terobosan untuk menggenjot investasi ialah melalui omnibus law indonesiaterserah ;agusmaksum;negative;sad
03/06/2020 05:26;['#newnormal', '#newnormalindonesia', '#dirumahaja', '#indonesiaterserah', '#ngewe', '#blacklivesmattter'];mari songsong new normal dengan hidup sehat suplemen bahan alami dr produk hdi newnormal newnormalindonesia dirumahaja indonesiaterserah ngewe blacklivesmattter ;john wu;positive;love
03/06/2020 04:32;['#bansos', '#penganiayaan'];bansos penganiayaan seorang nenek dianiaya oleh ketua rt setelah mengajukan protes soal bansos yang didapatnya permasalahan tersebut merupakan buntut dari buruknya pendataan penerima bansos ;serambi indonesia;negative;anger
03/06/2020 04:30;['#psbb', '#psbbtangerang', '#psbbtangsel', '#lockdown', '#laukdaun', '#lockdownindonesia', '#psbbindonesia', '#psbbdiperpanjang'];penerapan psbb di tangsel diperpanjang hingga 14 juni 2020 sumber youtube channel cnbc indonesia psbb psbbtangerang psbbtangsel lockdown laukdaun lockdownindonesia psbbindonesia psbbdiperpanjang ;xchannel id;negative;
03/06/2020 04:27;['#indonesiaterserah'];sama sama dari tanah plisss atulah jgan bikin indonesia resah ini nih indonesiaterserah papua juga indonesia satu nusa satu bangsa nkri ;nissa;negative;fear
03/06/2020 04:21;['#jamanedan', '#indonesiaterserah', '#pesonacovid19', '#wonderfulcorona', '#lekasmembaikbumiku'];sekarang anda berada di zona dimana masker lbh penting daripada helm jamanedan indonesiaterserah pesonacovid19 wonderfulcorona lekasmembaikbumiku;putramrt;negative;sad
03/06/2020 03:27;['#headlinejabar', '#bulog', '#bansos', '#ujitanak', '#beritajawabarat', '#kabarjabar', '#infojabar'];headline jawa barat bulog jawa barat lakukan uji tanak beras bantuan sosial headlinejabar bulog bansos ujitanak beritajawabarat kabarjabar infojabar;headlinebogor;positive;
03/06/2020 02:14;['#covid19', '#pandemi', '#phk', '#berita', '#nusabali', '#kartuprakerja', '#dinastenagakerjadanesdmbali'];11152 pekerja terdampak covid19 di bali lolos kartu prakerja covid19 pandemi phk berita nusabali kartuprakerja dinastenagakerjadanesdmbali;nusabalicom;positive;joy
03/06/2020 02:02;['#indonesiaterserah'];disuruh covid friendship mah ogah disini gue butuh antivirus bukan friendship with virus indonesiaterserah;rengga herlambang;negative;anger
