date;hashtag;tweet;username;intent;emotion;Rand
02/06/2020 14:44;['#lurahonduty', '#cengkarengbarathebat', '#bansos', '#bersamakitabisa', '#asndkitangguh'];tetap semangat melayani masyarakat semoga bantuan sosial ini bermanfaat bagi masyarakat lurahonduty cengkarengbarathebat bansos bersamakitabisa asndkitangguh kantor lurah ;ilham agustian;positive;love;0,99688025
09/06/2020 09:01;['#indonesiaterserah'];indonesiaterserah adalah jalan ninjanya;;negative;anger;0,214688126
17/06/2020 19:54;['#indonesiaterserah'];wkwkkwk tiiba2 hening kriik kriiik indonesiaterserah;aditya joe nugraha;negative;anger;0,923645103
27/05/2020 06:43;['#bayibubu', '#bubuinfo', '#kehamilan', '#parenting', '#lawancovid19', '#dirumahsaja', '#indonesiaterserah'];kesehatan anak apakah dha probiotics perlu diperhatikan bayibubu bubuinfo kehamilan parenting lawancovid19 dirumahsaja indonesiaterserah ;bayibubucoid;positive;fear;0,609942045
06/06/2020 13:57;['#indonesiaabnormal', '#indonesiaterserah', '#islamselamatkannegeri'];inna lillaho wa inna ilaihi rojiun new normal indonesiaabnormal indonesiaterserah islamselamatkannegeri ;mbahmageti;negative;sad;0,537344608
22/05/2020 06:34;['#bansos', '#jps', '#tapanuliutara', '#lawancovid19', '#sumutlawancovid19', '#sumutbermartabat', '#pemprovsumut', '#sumutsmartprovince', '#edyrahmayadi', '#ijeck'];27237 paket bantuan sembako jps untuk warga tapanuli utara disalurkansumber kemenkesri rahmayadiedybansos jps tapanuliutara lawancovid19 sumutlawancovid19 sumutbermartabat pemprovsumut sumutsmartprovince edyrahmayadi ijeck pictwittercom1lpepd0lol;pemprov sumut;positive;love;0,050808948
24/06/2020 02:31;['#bansos', '#covid__19', '#pemerintahaceh'];bansos covid19 pemerintahaceh pemerintah aceh sudah mentransfer bansos tunai untuk 1324 orang mahasiswa aceh yang kuliah di luar daerah dan pengiriman bansos ini masih terus berlanjut ujar atuser di banda aceh selasa 236 ;sosialreport;positive;joy;0,844033838
04/06/2020 06:00;['#covid?Ÿ¬19', '#covid19indonesia', '#pasiencovid', '#protokolcovid', '#jokowi', '#najwashihab', '#kabarduka', '#indonesiaterserah', '#indonesiaviral'];tolonguntuk semuanya dimanapun kalian beradajangan pernah menganggap wabah ini remehkita tidak tahu dimana virus itu berada karena ia tak terlihat covid19 covid19indonesia pasiencovid protokolcovid jokowi najwashihab kabarduka indonesiaterserah indonesiaviral;karina larasati;negative;fear;0,964881908
09/07/2020 16:09;['#bansos', '#tangerang', '#semmi']; bansos tangerang semmi;siarnitasid;positive;;0,996830581
21/05/2020 10:35;['#indonesiaterserah'];sebelum merubah indonesia cobalah dimulai dari merubah diri sendiri indonesiaterserah;perindu langit;positive;;0,650973049
09/07/2020 12:28;['#indonesiaterserah'];hehehe indonesiaterserah;cumazaki;negative;anger;0,620658452
13/07/2020 12:45;['#covid_19', '#bansos'];kebijakan pukul rata tanpa survey lapangan adil bukan berarti sama rata covid19 bansos;rintokagamine;negative;sad;0,224896791
04/06/2020 06:39;['#bansos', '#infonasional'];pasien covid 19 yang sembuh dapat bantuan sembako dari polres cilegon bansos infonasional ;kawanitv;positive;love;0,968406419
28/06/2020 08:14;['#bawaslu', '#bansos', '#pilkada2020', '#hulondalo', '#hulondaloid'];meski pandemi covid19 tidak menurunkan jumlah pelanggaran kata rahmat bawaslu bansos pilkada2020 hulondalo hulondaloid ;hulondaloid;negative;sad;0,944909467
22/05/2020 00:23;['#kitaindonesia', '#indonesiaterserah'];yuk sama sama balik lagi yakin percaya jangan menuhankan ikhtiar ada yang lebih dashyat dari ikhtiar kitaindonesia jangan bilang indonesiaterserah;riszky;positive;love;0,670234999
20/05/2020 21:29;['#indonesiaterserah'];sambil menunggu kabar baik segara datang bersabarlah dirumah aja sambil foto eksis pake koran terus sambil bikin kopi dalganoindonesiaterserah;goodyasss;positive;;0,709676696
29/05/2020 17:00;['#menkopmk', '#bansos', '#jabar', '#coronavirusupdate', '#coronavirusupdates', '#newnormal', '#coronavirus', '#corona', '#covid', '#covid19', '#covid2019', '#covid_19', '#rakyatmerdeka', '#bacakoranrm', '#rmcoid'];alhamdulillah penyaluran bansos di jabar sudah 80 menkopmk bansos jabar coronavirusupdate coronavirusupdates newnormal coronavirus corona covid covid19 covid2019 covid19 rakyatmerdeka bacakoranrm rmcoid ;rakyat merdeka;positive;joy;0,897690334
26/05/2020 13:06;['#indonesiaterserah', '#kamitidakmenyerah'];indonesiaterserah tapi kamitidakmenyerah harus gitu kan ya yg pekok arep dipek dewe yo ben;widi kurniani;positive;love;0,41408472
03/07/2020 02:21;['#bansos'];913 jangan sampai niatnya mau bantu tapi krn harus neliti satu2 malah akhirnya yang mau dibantu keburu game over bansos;dewono siswardiyanto;negative;fear;0,843656683
18/06/2020 13:41;['#bantul', '#bansos'];seorang pendamping program keluarga harapan pkh diduga menggelapkan dana bansos selama kurun 2017 hingga 2020 bantul bansos;inewsid;negative;;0,104029539
10/06/2020 13:45;['#indonesiaabnormal', '#indonesiaterserah'];welcome to indonesiaabnormal welcome to indonesiaterserah welcone to mati massal ;barbatos;negative;sad;0,220552071
26/05/2020 16:51;['#indonesiaabnormal', '#indonesiaabnormal', '#indonesiaabnormal', '#indonesiaterserah', '#indonesiaabnormal', '#indonesiaabnormal', '#indonesiaabnormal'];gak kebayang perjuangan para pahlawan garda terdepan kecewa pasti semoga mereka gak nyerah dan gak ngecap seluruh pasiennya newnormal indonesiaabnormal indonesiaabnormal indonesiaabnormal indonesiaterserah indonesiaabnormal indonesiaabnormal indonesiaabnormal;salfinanandabulan;positive;love;0,154535534
04/06/2020 07:40;['#2020memes', '#blacklifematters', '#covid?Ÿ¬19', '#tiktok', '#newnormal', '#indonesiaterserah'];melihat kondisi dunia pada tahun ini saya jadi paham kenapa mr toni stark menjentikan jarinya 2020memes 2020 blacklifematters covid19 tiktok newnormal indonesiaterserah ;yan;negative;sad;0,834711452
05/06/2020 14:06;['#wartatasik', '#beritaterkini', '#politikhukum', '#sosialbudaya', '#gmbi', '#covid19', '#corona', '#tasikmalaya', '#bansos'];soal bansos covid 19 dede pemkot harus bertanggungjawab wartatasik beritaterkini politikhukum sosialbudaya gmbi covid19 corona tasikmalaya bansos atuser;redaksi wartatasikcom;positive;;0,206916121
14/06/2020 16:55;['#indonesiaterserah', '#covid19', '#indonesia', '#indonesiahancur', '#indonesiamiskin'];rapid test menjadi ajang bisnis yang menggiurkan bagi rumah sakit segala sesuatu harus di awali dengan rapid test walau pun kita sudah pernah menjalani rapid test indonesiaterserah covid19 indonesia indonesiahancur indonesiamiskin;abenk xzibit;negative;anger;0,016736346
07/07/2020 08:32;['#jabarnews', '#beritalokal', '#beritahiperlokal', '#jabarkini', '#harianjabar', '#jabartoday', '#beritajabar', '#jabarterkini', '#poldajabar', '#modusbaru', '#peredarannarkoba', '#pandemi', '#sindikatnarkoba', '#bansos'];polda jabar sebut ada modus baru peredaran narkoba saat pandemi link jabarnews beritalokal beritahiperlokal jabarkini harianjabar jabartoday beritajabar jabarterkini poldajabar modusbaru peredarannarkoba pandemi sindikatnarkoba bansos ;jabar news;negative;;0,843954456
14/06/2020 12:26;['#indonesiaterserah'];dulu bikin tagar indonesiaterserah kemaren asik asikan joget wkwk malu anjingg tololll goblookkkk;mansur;negative;anger;0,477001166
17/06/2020 01:35;['#bansos'];menteri desa pdtt blt dana desa tahap ii sudah mulai jalan bansos;kontan news;positive;;0,707515341
13/06/2020 07:51;['#kemensoshadir', '#juliaribatubara', '#bansos', '#banten'];mensos distribusikan 10 ribu paket sembako ke 51 ponpes di banten cc atuser atuser kemensoshadir juliaribatubara bansos banten;satriya mudha;positive;love;0,593161835
17/06/2020 11:27;['#mendagri', '#bansos', '#covid19', '#corona', '#lampostco'];menteri dalam negeri tito karnavian meminta pemerintah daerah pemda mempercepat suplai data penerima bantuan sosial bansos terdampak pandemi virus korona covid19 mendagri bansos covid19 corona lampostco ;lampung post official;positive;;0,268165905
31/05/2020 13:43;['#indonesiaterserah', '#indonesiaterserahpakde', '#kebohonganbaru', '#bacotsantuy'];di ayaayakeun ku urang di euweuheuweuhkeun ku urang nya kituwe jadina indonesiaterserah indonesiaterserahpakde kebohonganbaru bacotsantuy ;n o n a m e;negative;anger;0,962086752
12/06/2020 18:06;['#kemensoshadir', '#juliaribatubara', '#bansos'];mensos distribusikan 10 ribu paket sembako ke 51 ponpes di banten cc atuser atuser atuser atuser kemensoshadir juliaribatubara bansos;satriya mudha;positive;love;0,744495444
28/05/2020 04:43;['#mensosjuliari', '#kemensos', '#kemensoshadir', '#bansos', '#bst']; bantuan sosial tunaibst tahap ii cair bulan juni cc atuser atuser mensosjuliari kemensos kemensoshadir bansos bst;satriya mudha;positive;love;0,082619373
31/05/2020 17:46;['#indonesiaterserah'];iya cukup paham kalo corona ini sudah menggoyang perekonomian tapi disatu sisi lonjakan naik bisa saja terjadi kapal oleng kapten indonesiaterserah;tinkerbellflyin;negative;fear;0,405037235
17/06/2020 13:35;['#bansos'];164450 korban phk terima bantuan sembako dari kemensos bansos;kontan news;positive;love;0,639535404
19/06/2020 05:26;['#kemensosri', '#kemensoshadir', '#juliaribatubara', '#gracebatubara', '#bansos'];kementerian sosial terus menyalurkan bansos sembako kemensos hadir kepada warga terdampak covid19 cc atuser atuser atuser kemensosri kemensoshadir juliaribatubara gracebatubara bansos ;satriya mudha;positive;;0,028159904
14/06/2020 00:22;['#indonesiaterserah'];maumu apa udah indonesia terserah indonesiaterserah;marlan aliani aqlan;negative;anger;0,411459449
03/06/2020 10:56;['#indonesiaterserah', '#terserahkamu'];pemerintah indonesia uda capek ngurusin orang orang yang masih bandel suka keluar keluar muncul lah indonesiaterserah aku juga capek ngadepin kelakuan kmu yg tetep dingin ke aku padahal uda berusaha huhu terserahkamu;s for shit;negative;sad;0,750578171
31/05/2020 09:39;['#newnormal', '#indonesiaterserah', '#coronavirus', '#covid', '#pratamawidya1981', '#pratamawidya', '#sahabatpratamago19', '#neverlookback_81'];new norma pencegahan covid19 di lingkungan ptpw sejumlah upaya telah dilakukan pemerintah untuk mengatasi virus corona atau covid19 salam go19 newnormal indonesiaterserah coronavirus covid pratamawidya1981 pratamawidya sahabatpratamago19 neverlookback81 ;pt pratama widya tbk;positive;love;0,875780838
30/05/2020 11:54;['#infodepok', '#bansos'];wakil ketua pac pancoran mas depok bagikan paket sembako kepada warga infodepok bansos ;kawanitv;positive;love;0,853176239
03/06/2020 03:27;['#headlinejabar', '#bulog', '#bansos', '#ujitanak', '#beritajawabarat', '#kabarjabar', '#infojabar'];headline jawa barat bulog jawa barat lakukan uji tanak beras bantuan sosial headlinejabar bulog bansos ujitanak beritajawabarat kabarjabar infojabar;headlinebogor;positive;;0,996007677
05/06/2020 01:51;['#tolol', '#indonesiaterserah'];gubernur sulsel dengan tololnya dalam atuser menyatakan pemaksaan protap pemakaman covid19 adalah akibat warga menolak jenazah masuk ke kediaman dimana mana atuser atuser atuser jadi smua pasien meninggal di rs adalah korban covid19 tolol indonesiaterserah;begaldigital;negative;anger;0,878097111
23/06/2020 09:39;['#bansos', '#bulog'];tahap pertama bansos ada 10 juta kpm yang masingmasing kpm mendapatkan 15 kilogram beras bansos bulog ;antaranewscom;positive;;0,132698951
16/06/2020 10:31;['#sumaterautara', '#bansos'];sekda sumaterautara sabrina menyerahkan sepenuhnya kepada kepolisian pengusutan dugaan penyalahgunaan dana bansos di 7 daerah bansos ;whynote;negative;;0,699925983
13/06/2020 07:56;['#juliaribatubara', '#kemensoshadir', '#bersatulawancovid19', '#bansos'];mensos atuser ajak para santri bangun optimisme dan bersatu lawan covid19 cc atuser atuser juliaribatubara kemensoshadir bersatulawancovid19 bansos;satriya mudha;positive;love;0,469862989
30/05/2020 15:07;['#disiplinprotokolnewnormal', '#newnormalpulihkanekonomi', '#indonesiaabnormal', '#recehkantwitter', '#newnormal', '#indonesiaterserah'];yang penting bikin peraturan supaya dilihat kerja nyata disiplinprotokolnewnormal newnormalpulihkanekonomi indonesiaabnormal recehkantwitter newnormal indonesiaterserah;dani agung laksono;negative;anger;0,526146685
04/06/2020 14:15;['#indonesiaterserah'];bisa ngak dlm new normal isi bensin tanpa ke pom bensin indonesiaterserah ;golputers;negative;;0,386018426
21/06/2020 07:09;['#indonesiaterserah'];akhirnya indonesiaterserah menemukan momentumnya;mahaluya;negative;sad;0,752502846
13/06/2020 12:27;['#kemensoshadir', '#bansos']; selama covid19 ini kegiatan belajar masih seperti biasa tapi saya dan temanteman ngga boleh pulang harus disini dulu orang tua juga tidak bisa menengok di pesantren cerita salah satu santriwati di ponpes shohibul muslimin cc atuser kemensoshadir bansos;satriya mudha;negative;sad;0,193335066
24/06/2020 13:51;['#indonesiaterserah'];terserah kaw cuk bukan urusan saya indonesiaterserah ;swingvoters;negative;anger;0,047406026
29/06/2020 16:50;['#mensos', '#ketuadprri', '#sosial', '#dprri', '#dpr', '#bansos', '#warga', '#jayanti', '#tangerang', '#puanmaharani'];mensos bersama ketua dpr ri berikan bansos langsung ke warga jayanti tangerang mensos ketuadprri sosial dprri dpr bansos warga jayanti tangerang puanmaharani ;mwp;positive;love;0,218306086
28/06/2020 15:22;['#kartuprakerja'];entah knp kalo liat akun kartuprakerja cuma bisa tarik nafas dalam cuma bisa berharap semua mengalami masa sulit di masa pandemi yah seandainya kita punya mending jd donatur enak bisa donasi kpn aja daripada nungguin bantuan ky gini gak enak banget rasanya seperti ngemis ;ima dikrinawati;negative;sad;0,405751673
14/06/2020 05:38;['#indonesiaterserah'];indonesia kucar kacir sebab rakyat termakan berita hoax internet kesannya rakyat anggap kerajaan penipu frontliners pulak kena pukul kena halau kalau nak masuk sesebuah daerah rakyat yg mati tambah ramai penyelesaian takde sampailah keluar hashtag indonesiaterserah;kekeyi putri cantika ;negative;anger;0,042793909
23/05/2020 14:15;['#indonesiaterserah', '#indonesiajanganterserah'];ayo semangat teman teman nakes indonesiaterserahindonesiajanganterserah pictwittercomqmuuz3leqa;mountainspeak;positive;love;0,939883072
07/06/2020 04:08;['#indonesiaterserah'];percumah due utek nek sing dipandang fisike indonesiaterserah;kie nyong;negative;sad;0,467390551
27/05/2020 08:53;['#bansos', '#bantuancovid19', '#dampakcorona', '#presidenjokowi'];presiden minta yang belum dapat bantuan covid 19 segera lapor bansos bantuancovid19 dampakcorona presidenjokowi via atuser;rahmatseptember;positive;love;0,873403213
24/05/2020 11:19;['#indonesiaterserah'];indonesiaterserah yuk jangan mumpung masih lebarankita tdk hati2 dan waspada utk jaga jarak dan jaga sosial dlm melawan virus corona covid19 pictwittercomikbow1nfhd;wn harijadi;positive;love;0,686339442
22/05/2020 11:23;['#bansos', '#covid19', '#ugm', '#yogyakarta', '#bumngotongroyong', '#bumnuntukindonesia', '#posindonesia', '#corona'];mantap posindonesia berperan penting distribusikan alkes dan bansos di masa pandemi covid19 ugmyogyakarta ugm yogyakarta bumngotongroyong bumnuntukindonesia posindonesia corona pictwittercomo4o0gfwxmn;arif rahman hakim;positive;love;0,60034178
23/05/2020 05:42;['#fyi', '#indonesiaterserah', '#wabah', '#ners_peduli'];barangkali ada yang tertarik membaca informasi mengenai sebuah wabah sebelumnya semoga ini bisa membantu fyi indonesiaterserah wabah nerspeduli pictwittercomeetqirgcdk;dewip;positive;love;0,942849776
22/05/2020 02:46;['#patuhiprotokolcovid19', '#indonesiaterserah', '#jumatberkah'];pesan damai taggar twitter patuhiprotokolcovid19 dan indonesiaterserah lewat youtubejumatberkah;revolusi ilmiah;positive;love;0,004442968
24/06/2020 04:56;['#riaupos', '#kamparkirihulu', '#bansos', '#kampar', '#sungaisubayang'];ratusan warga kampar kiri hulu terima bst riaupos kamparkirihulu bansos kampar sungaisubayang ;riaupos29tahun;positive;;0,119822321
30/05/2020 05:45;['#indonesiaterserah', '#dirumahaja', '#kebijakansemrawut', '#covid__19', '#indonesiaabnormal', '#loveforfluke', '#update', '#untidarjangantidur', '#¡?‰??‰?æ?'];tak ada senyuman tak ada salaman indonesiaterserah dirumahaja kebijakansemrawut covid19 indonesiaabnormal loveforfluke update untidarjangantidur ;ncun aja;negative;sad;0,494563471
30/05/2020 13:21;['#indonesiaterserah'];pasukan kemanusiaan senyum tulus yang jadi harapan indonesiaterserah ;farhan syaputra;positive;love;0,872655243
24/05/2020 17:21;['#prakerja', '#kartuprakerja'];alhamdulillah prakerja meringankan sedikit beban ku thanks prakerja prakerja kartuprakerja;yusfinasofiad;positive;joy;0,671733402
22/05/2020 20:03;['#indonesiaterserah', '#psbbbelumdilonggarkan'];cobalah dicontoh yg kayak di jogja ini patuh banget sama psbb gak ngeyelaaan semoga indonesia cepat pulihindonesiaterserah psbbbelumdilonggarkan pictwittercomczeyjjcixu;indonesia most viral;positive;;0,53272587
19/06/2020 02:30;['#lapor', '#bansos', '#pengaduan', '#sp4nlapor', '#pelayananpublik', '#covid19', '#corona', '#bilakeluarpakaimasker', '#jagajarak', '#bersamalawancorona', '#tangerangtanggapbencana', '#lapor1708', '#melaporyangbaik'];berani lapor untuk pelayanan publik yang lebih baik lapor bansos pengaduan sp4nlapor pelayananpublik covid19 corona bilakeluarpakaimasker jagajarak bersamalawancorona tangerangtanggapbencana lapor1708 melaporyangbaik ;pemkab tangerang;positive;;0,750667646
01/06/2020 08:23;['#depokupdate', '#bansos', '#depokinfo'];warga antre pembagian bantuam sosial dari pemprov jawa barat lokasi kelurahan tugu rt 0401 atuser satpolppkotadepok depokupdate bansos depokinfo ;depokupdate;positive;joy;0,241248199
24/05/2020 18:29;['#indonesia', '#jokowi', '#corona', '#covid_19', '#indonesiamelawancovid19', '#indonesiaterserah'];kirakira bisa atau tidak ya bikin kabut asap disinfektan di udara agar corona hilang disebar melalui pesawat membuat indonesia jadi seperti sedang di selubungin asap disinfektan indonesia jokowi corona covid19 indonesiamelawancovid19 indonesiaterserah;hamdani saputra;positive;;0,921441116
06/06/2020 10:16;['#kartuprakerja'];untuk diketahui kartu pra kerja diprioritaskan bagi korban phk akibat pandemi covid19 kartuprakerja ;bangkapos;positive;;0,850318123
13/07/2020 17:29;['#alkes', '#sembako', '#bansos', '#kampungtangguh', '#janggir', '#pertamina', '#corona', '#coronavirus', '#covid19', '#covid?Ÿ¬19', '#covid__19', '#covid_19', '#covid', '#rakyatmerdeka', '#rmcoid'];lawan covid pertamina serahkan alkes dan paket sembako untuk warga kampung tangguh jagir atuser alkes sembako bansos kampungtangguh janggir pertamina corona coronavirus covid19 covid19 covid19 covid19 covid rakyatmerdeka rmcoid ;rakyat merdeka;positive;;0,03150384
31/05/2020 03:18;['#kebijakansemrawut', '#kebohonganbaru', '#indonesiaterserah', '#bangsatbangsa', '#usutkartuprakerja', '#korupsijiwasraya'];segoblokgobloknya gua tak akan pernah menyamakan istri dengan makhluk apapun yg lebih hina dari manusia apalagi menyamakannya dgn virus corona kebijakansemrawut kebohonganbaru indonesiaterserah bangsatbangsa usutkartuprakerja korupsijiwasraya;ryan gotte dirumahaja;negative;anger;0,64232199
03/06/2020 11:43;['#nenek', '#bogor', '#bansos', '#beritawajo'];nenek 70 tahun di bogor ditampar petugas beras bansos miliknya juga beritawajo;beritawajo;negative;anger;0,998982246
21/05/2020 02:22;['#indonesiaterserah'];semoga rebahanku ada hikmahnyaindonesiaterserah;jan jong cokk;positive;sad;0,647304099
04/06/2020 14:15;['#mncnewsroom', '#bansos', '#jawabarat', '#bansosjabar'];perantau di jabar bisa peroleh bantuan sosial selama masuk daftar mncnewsroom bansos jawabarat bansosjabar ;mnc newsroom;positive;joy;0,206958147
01/06/2020 13:53;['#indonesiaterserah', '#indonesiamenyerah', '#semangat'];menurut sy wajar klo tenaga medis mengeluhkan apa yang dia rasakan karena di luar tidak sayang dengan nyawanya masih untung tenaga medis indonesiaterserah klo tenaga medis sudah indonesiamenyerah baru dech pada sadar nyawanya penting dari segalanyauntuk tenaga medis semangat;ria karyati;positive;love;0,486902803
13/06/2020 08:28;['#kemensos', '#kemensoshadir', '#juliaribatubara', '#bansos', '#kabserang', '#banten'];kemensos sumbang paket sembako kepada 51 ponpes di serang cc atuser atuser atuser kemensos kemensoshadir juliaribatubara bansos kabserang banten;satriya mudha;positive;;0,898974489
05/07/2020 17:15;['#kemensoshadir', '#peristiwa', '#kemensos', '#bansos', '#sembako'];sebanyak 1000 paket sembako kemensoshadir disalurkan untuk pekerja sektor otomotif terdampak pandemi covid19 peristiwa kemensos bansos sembako ;netralnews;positive;love;0,135469133
03/06/2020 09:36;['#indonesiaterserah'];ngeliat orang yang keluar rumah cuma nongkrong nongkrong doang jadi pengen pengen jambak jambang nya biar ngerasain waktu gua di hukum kepala sekolah sd gua dulu indonesiaterserah;someone;negative;anger;0,00523797
02/06/2020 17:48;['#indonesiaterserah', '#nadiemmanamahasiswamerana'];new normal yang berasa abnormal katanya new normal tapi gedung gak dipake bayar full kuliah daring tapi subsidi kering mau minta banding eh malah dibanting indonesiaterserah nadiemmanamahasiswamerana;el capitano;negative;anger;0,976845857
25/06/2020 13:25;['#bansos'];ekonom indef sarankan pemerintah memisahkan bansos dengan program pengembangan bansos;kontan news;positive;;0,259414428
22/05/2020 09:21;['#mudiktetapdilarang', '#indonesiaterserah', '#indonesiamelawancovid19'];mari kita doakan untuk tim medis slalu di berikan kesehatan aamiin mudiktetapdilarang indonesiaterserah indonesiamelawancovid19 pictwittercomf5njt1fnta;ali fikri syafari;positive;love;0,693354359
27/05/2020 05:29;['#bansos', '#sudin', '#infopatogbesi', '#patogbesi'];selamat pagi guys mo nanya ada yang tau lokasimu dimana ya ayo bantu yang tau aja nich kiriman netizens bansos sudin infopatogbesi patogbesi ;patogbesi;positive;love;0,963141613
30/06/2020 04:45;['#indonesiadarurathumor', '#indonesiaterserah', '#maninsancendekia'];saat ini indonesia sedang krisis moral hukum dianggap lelucon sedangkan lelucon dianggap hukum lucunya negeri ini cendekiawan indonesiadarurathumor indonesiaterserah maninsancendekia;arif saputro;negative;anger;0,296032432
05/06/2020 05:54;['#srimulyani', '#bansos', '#blt', '#coronavirus', '#corona', '#covid?Ÿ¬19', '#rakyatmerdeka', '#rmcoid'];top news koran rakyat merdeka bantuan sosial dipotong 300 ribu harap maklum kocek negara lagi tongpes srimulyani bansos blt coronavirus corona covid19 rakyatmerdeka rmcoid ;rakyat merdeka;negative;sad;0,975402194
02/06/2020 14:22;['#tolongjangankelewatan', '#indonesiaterserah'];ribuan org sudah jadi korbannya bahkan ratusan ribu tlah terkena imbasnya berbulan bulan sudah berbagai pihak berkorban teman sahabat bahkan keluarga rela mereka kesampingkan lalu masihkah kalian tak peduli kawan tolongjangankelewatan indonesiaterserah;anakmama;negative;sad;0,969223621
22/05/2020 03:32;['#indonesiaterserah'];tidak ada yang mahal kecuali hanya kesehatan yang mahalsegala apapun bisa ditunda namun kesehatan tidak dapat ditundaindonesiaterserah;haloalda;positive;love;0,042113556
07/06/2020 03:44;['#indonesiaterserah'];apa enaknya olahraga pake masker lari2 engap gtu pake masker terserah indonesiaterserah ;bertonys;negative;anger;0,75444153
09/06/2020 02:55;['#indonesiaterserah', '#bandung', '#genznesia', '#jakarta', '#jakartanakal', '#bandungbirahi', '#psbbjakarta', '#newnormal', '#newnormalpulihkanekonomi', '#covid', '#palembang'];setelah melalui karantina di rumah selama lebih dari dua bulan dan memberlakukan psbb di beberapa daerah indonesiaterserah bandung genznesia jakarta jakartanakal bandungbirahi psbbjakarta newnormal newnormalpulihkanekonomi covid palembang ;genznesiacom;negative;;0,482047314
03/07/2020 04:49;['#bansos', '#covid?Ÿ¬19'];direktur jenderal rehabilitasi sosial kementerian sosial ri harry hikmat didampingi direktur rehabilitasi sosial penyandang disabilitas eva rahmi kasim menyalurkan 1267 paket bantuan sosial bansos sembako di wilayah bandung raya bansos covid19 ;mnc trijaya 1046 fm;positive;love;0,942344245
06/06/2020 11:14;['#bansos'];pemuda katolik mendapatkan kepercayaan untuk menyalurkan bantuan sosial presiden untuk masyarakat terdampak covid19 bansos ;jpnncom;positive;;0,757985538
18/06/2020 06:56;['#indonesiadarurathumor', '#indonesiaterserah'];warga facebook 62 yg cuma cuma bisa ketik aamiin tanpa membaca arti tujuan caption indonesiadarurathumor indonesiaterserah ;gua bukan;negative;sad;0,250105906
03/06/2020 02:02;['#indonesiaterserah'];disuruh covid friendship mah ogah disini gue butuh antivirus bukan friendship with virus indonesiaterserah;rengga herlambang;negative;anger;0,016427864
29/05/2020 02:09;['#indonesiabisa', '#indonesiaterserah', '#kitamestimenang', '#bersatulawancovid19'];jangan pernah menyerah wahai saudaraku di indonesia indonesiabisa indonesiaterserah kitamestimenang bersatulawancovid19 ;hi c mat;positive;love;0,063948252
04/06/2020 11:38;['#bansos'];ada 500 orang tidak bersedia menerima mengapa atuser bansos ;kbr;negative;sad;0,85698729
10/06/2020 10:11;['#psbbtransisi', '#coronavirus', '#indonesiaterserah'];berbagi info pelonggaran psbb di melbourne setiap tamu yg datang ke restoran harus mencatat nama dan nomor telpon supaya kalo ada outbreak di resto tsb semua tamu bisa dihubungi utk karantina psbbtransisi coronavirus indonesiaterserah;mi nombre rany;positive;;0,832478088
17/06/2020 05:31;['#jabarnews', '#beritalokal', '#beritahiperlokal', '#jabarkini', '#harianjabar', '#jabartoday', '#beritajabar', '#jabarterkini', '#bikindilema', '#pemkabbogor', '#umumkananggarab', '#bansos', '#cukupsampaijuli'];bikin dilema pemkab bogor umumkan anggaran bansos hanya cukup sampai juli link jabarnews beritalokal beritahiperlokal jabarkini harianjabar jabartoday beritajabar jabarterkini bikindilema pemkabbogor umumkananggarab bansos cukupsampaijuli ;jabar news;negative;sad;0,565650151
08/06/2020 18:51;['#indonesiaterserah'];terima kasih indonesia jerebu mula dirasai indonesiaterserah;syukran ahmad;negative;sad;0,368433152
02/06/2020 02:00;['#bansos'];atuser atuser enak bngt mnta dslsaikn scra kkluargaan pnyidik goblok janda 70 tahun di bogor ditampar petugas beras bansos miliknya juga dipotong 15 kg bansos via atuser ;galendra;negative;anger;0,213637683
17/06/2020 16:14;['#mahasiswa', '#palangkaraya', '#indonesiaterserah'];mahasiswa kehilangan marwahnya masa studinya dihabiskan untuk hal siasia setelah lulus tak bisa apaapa tak tahu ilmunya digunakan untuk apa keahlian ekstranya tidak ada softskill tak punya hebatnya hanya dalam perang game saja mahasiswa palangkaraya indonesiaterserah;akbar ditya ridhani;negative;sad;0,518165997
03/07/2020 10:38;['#bansos'];tak tunggu lama keluarga miskin terdampak covid19 di desa mendapatkan blt bansos ;newsurbanid;positive;love;0,040526385
23/05/2020 11:25;['#bansos', '#jps', '#labuhanbatuselatan', '#lawancovid19', '#sumutlawancovid19', '#sumutbermartabat', '#pemprovsumut', '#sumutsmartprovince', '#edyrahmayadi', '#ijeck'];pemprov sumut salurkan 15870 paket bantuan sembako di labuselsumber kemenkesri rahmayadiedybansos jps labuhanbatuselatan lawancovid19 sumutlawancovid19 sumutbermartabat pemprovsumut sumutsmartprovince edyrahmayadi ijeck pictwittercom9bu72gmbaa;pemprov sumut;positive;love;0,811353069
25/06/2020 03:56;['#bansos', '#bantuanganda', '#naganraya'];warga dua desa di nagan raya diduga terima bantuan ganda bansos bantuanganda naganraya ;popularitascom;negative;;0,033549413
26/05/2020 18:03;['#indonesiaterserah', '#indonesiamelawancovid19'];enjoy aja semangat yg masih betah karantina mandiri di rumah semoga cepat selesai pandemi covid19 di negeri tercinta ini indonesiaterserah indonesiamelawancovid19 ;joel juli;positive;love;0,886185324
27/05/2020 14:32;['#dirumahaja', '#indonesiaterserah'];ikebukuro salah satu wilayah ter touristy tokyo liat mski peraturan psbb nasional mereka baru ditutup 24 jam yg lalu org2nya tetep disiplin nerapin social distancing proper hygiene ga pandang status ekonomi dirumahaja indonesiaterserah ;phn;positive;love;0,331711145
